41143-EU; ;E14 4W LED Candle Torpedo Filament Amber;220V/240V;E14;4W;27K/30K/40K;200;30000;92;360;YES;0,12 ;7,61 ;7,43 ;7,25 
41063-EU; ;E14 4W LED Candle Torpedo Filament Clair;220V/240V;E14;4W;27K/30K/40K;400;30000;92;360;YES;0,12 ;7,02 ;6,85 ;6,69 
42083-EU; ;E14 4W LED Candle Torpedo Filament Frosted;220V/240V;E14;4W;27K/30K/40K;400;30000;92;360;YES;0,12 ;7,61 ;7,43 ;7,25 
42093-EU; ;E14 4W LED Candle Torpedo Milky White;220V/240V;E14;4W;27K/30K/40K;420;30000;92;360;YES;0,12 ;8,75 ;8,54 ;8,33 
42107-EU; ;E14 4W LED Candle Torpedo Milky White CRI92;220V/240V;E14;4W;27K/30K/40K;400;30000;92;360;YES;0,12 ;8,75 ;8,54 ;8,33 
42108-EU; ;E14 4W LED Flame Tip Milky White CRI92;220V/240V;E14;4W;27K/30K/40K;400;30000;92;360;YES;0,12 ;8,75 ;8,54 ;8,33 
42012-EU; ;E14 4W LED Twisted Torpedo Clear;220V/240V;E14;4W;27K/30K/40K;400;30000;92;360;YES;0,12 ;6,28 ;6,13 ;5,99 
41011-EU; ;E14 5W LED Flame Tip Silver Clear;220V/240V;E14;5W;27K/30K/40K;550;30000;80;360;YES;0,12 ;13,05 ;12,74 ;12,43 
55003-EU; ;E14 6W LED Candle Filament Flame Tip Clair ;220V/240V;E14;6W;27K/30K/40K;600;30000;82;360;YES;0,12 ;8,49 ;8,29 ;8,09 
55002-EU-2200;0089902153564;E14 6W LED Candle Filament Flame Tip Clair  CRI92;220V/240V;E14;6W;2200;600;30000;92;360;YES;0,12 ;8,49 ;8,29 ;8,09 
55000-EU; ;E14 6W LED Candle Torpedo Filament Ceramic Clear;220V/240V;E14;6W;27K/30K/40K;550;30000;92;360;YES;0,12 ;8,49 ;8,29 ;8,09 
55001-EU; ;E14 6W LED Candle Torpedo Filament Ceramic Clear CRI92;220V/240V;E14;6W;22K/27K/40K;600;30000;92;360;YES;0,12 ;8,49 ;8,29 ;8,09 
55005-EU; ;E14 6W LED Candle Torpedo Filament Ceramic Frosted;220V/240V;E14;6W;27K/30K/40K;600;30000;82;360;YES;0,12 ;7,64 ;7,46 ;7,28 
55004-EU; ;E14 6W LED Candle Torpedo Filament White;220V/240V;E14;6W;27K/30K/40K;550;30000;92;360;YES;0,12 ;10,22 ;9,97 ;9,73 
55046-EU; ;E14 C7 1W LED Filament Torpedo Candle Christmas Clear;220V/240V;E14;1W;27K/30K/40K;50;30000;82;360;YES;0,12 ;11,03 ;10,76 ;10,50 
